"Label (Grouping)","SEX AND AGE","Total population","Male","Female","Sex ratio (males per 100 females)","Two or more races","One race","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races"
"Autauga County, Alabama","","","","","","","","","","","","","","",""
"    Percent","","210,145","48.7%","51.3%","(X)","96.3%","3.7%","96.3%","86.5%","6.8%","0.9%","0.9%","0.0%","1.1%","3.7%"
"Oneida County, New York","","","","","","","","","","","","","","",""
"    Estimate","","229,074","114,219","114,855","99.4","221,145","7,929","221,145","193,460","13,922","506","9,521","15","3,721","7,929"
"    Percent","","229,074","49.9%","50.1%","(X)","96.5%","3.5%","96.5%","84.5%","6.1%","0.2%","4.2%","0.0%","1.6%","3.5%"
"Onondaga County, New York","","","","","","","","","","","","","","",""
"    Estimate","","461,591","222,669","238,922","93.2","440,155","21,436","440,155","363,669","51,391","2,154","17,481","149","5,311","21,436"
"    Percent","","461,591","48.2%","51.8%","(X)","95.4%","4.6%","95.4%","78.8%","11.1%","0.5%","3.8%","0.0%","1.2%","4.6%"
"Ontario County, New York","","","","","","","","","","","","","","",""
"    Estimate","","109,774","53,797","55,977","96.1","107,001","2,773","107,001","100,964","2,643","301","1,456","27","1,610","2,773"
"    Percent","","109,774","49.0%","51.0%","(X)","97.5%","2.5%","97.5%","92.0%","2.4%","0.3%","1.3%","0.0%","1.5%","2.5%"
"Orange County, New York","","","","","","","","","","","","","","",""
"    Estimate","","382,077","191,356","190,721","100.3","360,899","21,178","360,899","277,121","41,795","1,442","10,930","318","29,293","21,178"
"    Percent","","382,077","50.1%","49.9%","(X)","94.5%","5.5%","94.5%","72.5%","10.9%","0.4%","2.9%","0.1%","7.7%","5.5%"
"Orleans County, New York","","","","","","","","","","","","","","",""
"    Estimate","","40,624","20,200","20,424","98.9","39,466","1,158","39,466","35,913","2,395","131","267","0","760","1,158"
"    Percent","","40,624","49.7%","50.3%","(X)","97.1%","2.9%","97.1%","88.4%","5.9%","0.3%","0.7%","0.0%","1.9%","2.9%"
"Oswego County, New York","","","","","","","","","","","","","","",""
"    Estimate","","117,630","58,912","58,718","100.3","114,748","2,882","114,748","111,602","1,544","137","844","30","591","2,882"
"    Percent","","117,630","50.1%","49.9%","(X)","97.5%","2.5%","97.5%","94.9%","1.3%","0.1%","0.7%","0.0%","0.5%","2.5%"
"Otsego County, New York","","","","","","","","","","","","","","",""
"    Estimate","","59,593","28,819","30,774","93.6","57,887","1,706","57,887","55,323","1,261","69","760","70","404","1,706"
"    Percent","","59,593","48.4%","51.6%","(X)","97.1%","2.9%","97.1%","92.8%","2.1%","0.1%","1.3%","0.1%","0.7%","2.9%"
"Putnam County, New York","","","","","","","","","","","","","","",""
"    Estimate","","98,714","49,202","49,512","99.4","95,677","3,037","95,677","83,948","3,349","251","2,063","23","6,043","3,037"
"    Percent","","98,714","49.8%","50.2%","(X)","96.9%","3.1%","96.9%","85.0%","3.4%","0.3%","2.1%","0.0%","6.1%","3.1%"
"Queens County, New York","","","","","","","","","","","","","","",""
"    Estimate","","2,270,976","1,102,185","1,168,791","94.3","2,136,814","134,162","2,136,814","814,353","409,975","10,641","588,875","1,150","311,820","134,162"
"    Percent","","2,270,976","48.5%","51.5%","(X)","94.1%","5.9%","94.1%","35.9%","18.1%","0.5%","25.9%","0.1%","13.7%","5.9%"
"Rensselaer County, New York","","","","","","","","","","","","","","",""
"    Estimate","","159,013","78,487","80,526","97.5","151,778","7,235","151,778","135,101","9,976","200","4,356","14","2,131","7,235"
"    Percent","","159,013","49.4%","50.6%","(X)","95.5%","4.5%","95.5%","85.0%","6.3%","0.1%","2.7%","0.0%","1.3%","4.5%"
"Richmond County, New York","","","","","","","","","","","","","","",""
"    Estimate","","475,596","230,635","244,961","94.2","456,373","19,223","456,373","340,436","48,623","1,149","47,605","141","18,419","19,223"
"    Percent","","475,596","48.5%","51.5%","(X)","96.0%","4.0%","96.0%","71.6%","10.2%","0.2%","10.0%","0.0%","3.9%","4.0%"
"Rockland County, New York","","","","","","","","","","","","","","",""
"    Estimate","","325,213","159,592","165,621","96.4","312,957","12,256","312,957","227,473","39,485","602","19,474","22","25,901","12,256"
"    Percent","","325,213","49.1%","50.9%","(X)","96.2%","3.8%","96.2%","69.9%","12.1%","0.2%","6.0%","0.0%","8.0%","3.8%"
"St. Lawrence County, New York","","","","","","","","","","","","","","",""
"    Estimate","","108,352","55,194","53,158","103.8","105,976","2,376","105,976","100,308","2,814","732","1,116","54","952","2,376"
"    Percent","","108,352","50.9%","49.1%","(X)","97.8%","2.2%","97.8%","92.6%","2.6%","0.7%","1.0%","0.0%","0.9%","2.2%"
"Saratoga County, New York","","","","","","","","","","","","","","",""
"    Estimate","","229,313","113,277","116,036","97.6","223,400","5,913","223,400","211,258","3,906","479","6,640","18","1,099","5,913"
"    Percent","","229,313","49.4%","50.6%","(X)","97.4%","2.6%","97.4%","92.1%","1.7%","0.2%","2.9%","0.0%","0.5%","2.6%"
"Schenectady County, New York","","","","","","","","","","","","","","",""
"    Estimate","","155,086","75,444","79,642","94.7","145,782","9,304","145,782","116,991","15,827","408","7,173","50","5,333","9,304"
"    Percent","","155,086","48.6%","51.4%","(X)","94.0%","6.0%","94.0%","75.4%","10.2%","0.3%","4.6%","0.0%","3.4%","6.0%"
"Schoharie County, New York","","","","","","","","","","","","","","",""
"    Estimate","","31,189","15,460","15,729","98.3","30,447","742","30,447","29,271","524","62","301","9","280","742"
"    Percent","","31,189","49.6%","50.4%","(X)","97.6%","2.4%","97.6%","93.9%","1.7%","0.2%","1.0%","0.0%","0.9%","2.4%"
"Schuyler County, New York","","","","","","","","","","","","","","",""
"    Estimate","","17,845","8,959","8,886","100.8","17,555","290","17,555","17,204","140","24","131","0","56","290"
"    Percent","","17,845","50.2%","49.8%","(X)","98.4%","1.6%","98.4%","96.4%","0.8%","0.1%","0.7%","0.0%","0.3%","1.6%"
"Seneca County, New York","","","","","","","","","","","","","","",""
"    Estimate","","34,295","17,931","16,364","109.6","33,462","833","33,462","31,004","1,770","125","265","7","291","833"
"    Percent","","34,295","52.3%","47.7%","(X)","97.6%","2.4%","97.6%","90.4%","5.2%","0.4%","0.8%","0.0%","0.8%","2.4%"
"Steuben County, New York","","","","","","","","","","","","","","",""
"    Estimate","","95,843","47,808","48,035","99.5","93,957","1,886","93,957","90,104","1,597","132","1,493","0","631","1,886"
"    Percent","","95,843","49.9%","50.1%","(X)","98.0%","2.0%","98.0%","94.0%","1.7%","0.1%","1.6%","0.0%","0.7%","2.0%"
"Suffolk County, New York","","","","","","","","","","","","","","",""
"    Estimate","","1,481,364","728,842","752,522","96.9","1,419,415","61,949","1,419,415","1,161,861","113,699","4,172","60,873","526","78,284","61,949"
"    Percent","","1,481,364","49.2%","50.8%","(X)","95.8%","4.2%","95.8%","78.4%","7.7%","0.3%","4.1%","0.0%","5.3%","4.2%"
"Sullivan County, New York","","","","","","","","","","","","","","",""
"    Estimate","","75,329","38,595","36,734","105.1","71,173","4,156","71,173","58,986","6,159","158","1,292","6","4,572","4,156"
"    Percent","","75,329","51.2%","48.8%","(X)","94.5%","5.5%","94.5%","78.3%","8.2%","0.2%","1.7%","0.0%","6.1%","5.5%"
"Tioga County, New York","","","","","","","","","","","","","","",""
"    Estimate","","48,431","24,044","24,387","98.6","47,590","841","47,590","46,386","423","88","417","7","269","841"
"    Percent","","48,431","49.6%","50.4%","(X)","98.3%","1.7%","98.3%","95.8%","0.9%","0.2%","0.9%","0.0%","0.6%","1.7%"
"Tompkins County, New York","","","","","","","","","","","","","","",""
"    Estimate","","102,237","50,533","51,704","97.7","97,224","5,013","97,224","81,368","4,185","123","9,653","40","1,855","5,013"
"    Percent","","102,237","49.4%","50.6%","(X)","95.1%","4.9%","95.1%","79.6%","4.1%","0.1%","9.4%","0.0%","1.8%","4.9%"
"Ulster County, New York","","","","","","","","","","","","","","",""
"    Estimate","","178,371","88,500","89,871","98.5","166,287","12,084","166,287","146,063","10,859","345","3,292","11","5,717","12,084"
"    Percent","","178,371","49.6%","50.4%","(X)","93.2%","6.8%","93.2%","81.9%","6.1%","0.2%","1.8%","0.0%","3.2%","6.8%"
"Warren County, New York","","","","","","","","","","","","","","",""
"    Estimate","","64,187","31,599","32,588","97.0","62,915","1,272","62,915","61,295","695","100","553","30","242","1,272"
"    Percent","","64,187","49.2%","50.8%","(X)","98.0%","2.0%","98.0%","95.5%","1.1%","0.2%","0.9%","0.0%","0.4%","2.0%"
"Washington County, New York","","","","","","","","","","","","","","",""
"    Estimate","","61,304","31,657","29,647","106.8","59,680","1,624","59,680","56,773","1,829","184","356","23","515","1,624"
"    Percent","","61,304","51.6%","48.4%","(X)","97.4%","2.6%","97.4%","92.6%","3.0%","0.3%","0.6%","0.0%","0.8%","2.6%"
"Wayne County, New York","","","","","","","","","","","","","","",""
"    Estimate","","90,103","44,654","45,449","98.3","86,806","3,297","86,806","82,599","2,224","114","766","4","1,099","3,297"
"    Percent","","90,103","49.6%","50.4%","(X)","96.3%","3.7%","96.3%","91.7%","2.5%","0.1%","0.9%","0.0%","1.2%","3.7%"
"Westchester County, New York","","","","","","","","","","","","","","",""
"    Estimate","","968,738","469,087","499,651","93.9","918,247","50,491","918,247","598,387","143,210","3,482","59,474","297","113,397","50,491"
"    Percent","","968,738","48.4%","51.6%","(X)","94.8%","5.2%","94.8%","61.8%","14.8%","0.4%","6.1%","0.0%","11.7%","5.2%"
"Wyoming County, New York","","","","","","","","","","","","","","",""
"    Estimate","","40,027","21,455","18,572","115.5","39,289","738","39,289","36,479","1,884","106","182","0","638","738"
"    Percent","","40,027","53.6%","46.4%","(X)","98.2%","1.8%","98.2%","91.1%","4.7%","0.3%","0.5%","0.0%","1.6%","1.8%"
"Yates County, New York","","","","","","","","","","","","","","",""
"    Estimate","","24,981","11,929","13,052","91.4","24,635","346","24,635","23,988","243","26","164","7","207","346"
"    Percent","","24,981","47.8%","52.2%","(X)","98.6%","1.4%","98.6%","96.0%","1.0%","0.1%","0.7%","0.0%","0.8%","1.4%"
"Alamance County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","166,144","78,854","87,290","90.3","160,871","5,273","160,871","114,429","32,917","688","2,679","54","10,104","5,273"
"    Percent","","166,144","47.5%","52.5%","(X)","96.8%","3.2%","96.8%","68.9%","19.8%","0.4%","1.6%","0.0%","6.1%","3.2%"
"Alexander County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","37,271","19,049","18,222","104.5","36,516","755","36,516","32,670","1,924","350","394","0","1,178","755"
"    Percent","","37,271","51.1%","48.9%","(X)","98.0%","2.0%","98.0%","87.7%","5.2%","0.9%","1.1%","0.0%","3.2%","2.0%"
"Alleghany County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","11,085","5,377","5,708","94.2","10,842","243","10,842","10,526","183","54","47","1","31","243"
"    Percent","","11,085","48.5%","51.5%","(X)","97.8%","2.2%","97.8%","95.0%","1.7%","0.5%","0.4%","0.0%","0.3%","2.2%"
"Anson County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","24,430","12,394","12,036","103.0","24,051","379","24,051","11,540","11,990","108","315","14","84","379"
"    Percent","","24,430","50.7%","49.3%","(X)","98.4%","1.6%","98.4%","47.2%","49.1%","0.4%","1.3%","0.1%","0.3%","1.6%"
"Ashe County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","27,009","13,288","13,721","96.8","26,493","516","26,493","25,891","199","77","162","15","149","516"
"    Percent","","27,009","49.2%","50.8%","(X)","98.1%","1.9%","98.1%","95.9%","0.7%","0.3%","0.6%","0.1%","0.6%","1.9%"
"Avery County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","17,510","9,635","7,875","122.3","17,312","198","17,312","16,099","762","197","76","4","174","198"
"    Percent","","17,510","55.0%","45.0%","(X)","98.9%","1.1%","98.9%","91.9%","4.4%","1.1%","0.4%","0.0%","1.0%","1.1%"
"Beaufort County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","47,160","22,430","24,730","90.7","45,772","1,388","45,772","33,548","11,607","63","49","0","505","1,388"
"    Percent","","47,160","47.6%","52.4%","(X)","97.1%","2.9%","97.1%","71.1%","24.6%","0.1%","0.1%","0.0%","1.1%","2.9%"
"Bertie County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","19,081","9,572","9,509","100.7","18,763","318","18,763","6,641","11,803","76","136","1","106","318"
"    Percent","","19,081","50.2%","49.8%","(X)","98.3%","1.7%","98.3%","34.8%","61.9%","0.4%","0.7%","0.0%","0.6%","1.7%"
"Bladen County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","33,209","15,982","17,227","92.8","33,011","198","33,011","19,225","11,520","876","53","0","1,337","198"
"    Percent","","33,209","48.1%","51.9%","(X)","99.4%","0.6%","99.4%","57.9%","34.7%","2.6%","0.2%","0.0%","4.0%","0.6%"
"Brunswick County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","137,303","65,902","71,401","92.3","132,557","4,746","132,557","115,159","12,919","830","725","3","2,921","4,746"
"    Percent","","137,303","48.0%","52.0%","(X)","96.5%","3.5%","96.5%","83.9%","9.4%","0.6%","0.5%","0.0%","2.1%","3.5%"
"Buncombe County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","259,576","124,395","135,181","92.0","251,528","8,048","251,528","227,845","15,957","836","3,268","337","3,285","8,048"
"    Percent","","259,576","47.9%","52.1%","(X)","96.9%","3.1%","96.9%","87.8%","6.1%","0.3%","1.3%","0.1%","1.3%","3.1%"
"Burke County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","90,148","44,935","45,213","99.4","88,442","1,706","88,442","75,763","5,521","813","3,343","112","2,890","1,706"
"    Percent","","90,148","49.8%","50.2%","(X)","98.1%","1.9%","98.1%","84.0%","6.1%","0.9%","3.7%","0.1%","3.2%","1.9%"
"Cabarrus County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","211,605","103,136","108,469","95.1","204,664","6,941","204,664","146,344","39,530","672","8,780","153","9,185","6,941"
"    Percent","","211,605","48.7%","51.3%","(X)","96.7%","3.3%","96.7%","69.2%","18.7%","0.3%","4.1%","0.1%","4.3%","3.3%"
"Caldwell County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","82,056","40,494","41,562","97.4","79,751","2,305","79,751","72,500","3,509","194","428","81","3,039","2,305"
"    Percent","","82,056","49.3%","50.7%","(X)","97.2%","2.8%","97.2%","88.4%","4.3%","0.2%","0.5%","0.1%","3.7%","2.8%"
"Camden County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","10,654","5,369","5,285","101.6","10,218","436","10,218","8,721","1,181","24","195","57","40","436"
"    Percent","","10,654","50.4%","49.6%","(X)","95.9%","4.1%","95.9%","81.9%","11.1%","0.2%","1.8%","0.5%","0.4%","4.1%"
"Carteret County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","69,301","33,928","35,373","95.9","66,781","2,520","66,781","61,715","3,418","212","786","45","605","2,520"
"    Percent","","69,301","49.0%","51.0%","(X)","96.4%","3.6%","96.4%","89.1%","4.9%","0.3%","1.1%","0.1%","0.9%","3.6%"
"Caswell County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","22,619","11,416","11,203","101.9","22,335","284","22,335","14,241","7,391","56","204","22","421","284"
"    Percent","","22,619","50.5%","49.5%","(X)","98.7%","1.3%","98.7%","63.0%","32.7%","0.2%","0.9%","0.1%","1.9%","1.3%"
"Catawba County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","158,507","77,513","80,994","95.7","153,680","4,827","153,680","124,385","13,148","632","7,064","0","8,451","4,827"
"    Percent","","158,507","48.9%","51.1%","(X)","97.0%","3.0%","97.0%","78.5%","8.3%","0.4%","4.5%","0.0%","5.3%","3.0%"
"Chatham County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","72,853","34,691","38,162","90.9","70,203","2,650","70,203","57,630","8,598","130","1,182","0","2,663","2,650"
"    Percent","","72,853","47.6%","52.4%","(X)","96.4%","3.6%","96.4%","79.1%","11.8%","0.2%","1.6%","0.0%","3.7%","3.6%"
"Cherokee County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","28,413","13,913","14,500","96.0","27,839","574","27,839","26,433","365","489","219","16","317","574"
"    Percent","","28,413","49.0%","51.0%","(X)","98.0%","2.0%","98.0%","93.0%","1.3%","1.7%","0.8%","0.1%","1.1%","2.0%"
"Chowan County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","13,995","6,631","7,364","90.0","13,709","286","13,709","8,463","4,790","65","68","0","323","286"
"    Percent","","13,995","47.4%","52.6%","(X)","98.0%","2.0%","98.0%","60.5%","34.2%","0.5%","0.5%","0.0%","2.3%","2.0%"
"Clay County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","11,150","5,158","5,992","86.1","11,106","44","11,106","10,754","215","58","20","44","15","44"
"    Percent","","11,150","46.3%","53.7%","(X)","99.6%","0.4%","99.6%","96.4%","1.9%","0.5%","0.2%","0.4%","0.1%","0.4%"
"Cleveland County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","97,765","47,150","50,615","93.2","96,072","1,693","96,072","72,430","20,260","240","985","125","2,032","1,693"
"    Percent","","97,765","48.2%","51.8%","(X)","98.3%","1.7%","98.3%","74.1%","20.7%","0.2%","1.0%","0.1%","2.1%","1.7%"
"Columbus County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","55,659","27,580","28,079","98.2","54,583","1,076","54,583","34,770","16,519","1,964","246","10","1,074","1,076"
"    Percent","","55,659","49.6%","50.4%","(X)","98.1%","1.9%","98.1%","62.5%","29.7%","3.5%","0.4%","0.0%","1.9%","1.9%"
"Craven County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","102,290","51,413","50,877","101.1","99,343","2,947","99,343","71,278","21,899","673","2,982","144","2,367","2,947"
"    Percent","","102,290","50.3%","49.7%","(X)","97.1%","2.9%","97.1%","69.7%","21.4%","0.7%","2.9%","0.1%","2.3%","2.9%"
"Cumberland County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","334,562","166,102","168,460","98.6","310,878","23,684","310,878","162,289","124,500","4,299","8,452","1,210","10,128","23,684"
"    Percent","","334,562","49.6%","50.4%","(X)","92.9%","7.1%","92.9%","48.5%","37.2%","1.3%","2.5%","0.4%","3.0%","7.1%"
"Currituck County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","27,210","13,515","13,695","98.7","26,303","907","26,303","24,261","1,496","93","111","18","324","907"
"    Percent","","27,210","49.7%","50.3%","(X)","96.7%","3.3%","96.7%","89.2%","5.5%","0.3%","0.4%","0.1%","1.2%","3.3%"
"Dare County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","36,698","18,377","18,321","100.3","35,641","1,057","35,641","33,445","1,223","54","200","14","705","1,057"
"    Percent","","36,698","50.1%","49.9%","(X)","97.1%","2.9%","97.1%","91.1%","3.3%","0.1%","0.5%","0.0%","1.9%","2.9%"
"Davidson County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","166,837","81,445","85,392","95.4","161,964","4,873","161,964","140,969","15,760","422","2,572","13","2,228","4,873"
"    Percent","","166,837","48.8%","51.2%","(X)","97.1%","2.9%","97.1%","84.5%","9.4%","0.3%","1.5%","0.0%","1.3%","2.9%"
"Davie County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","42,543","20,628","21,915","94.1","40,786","1,757","40,786","37,696","2,035","273","295","0","487","1,757"
"    Percent","","42,543","48.5%","51.5%","(X)","95.9%","4.1%","95.9%","88.6%","4.8%","0.6%","0.7%","0.0%","1.1%","4.1%"
"Duplin County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","58,965","28,746","30,219","95.1","57,029","1,936","57,029","40,646","13,655","222","187","48","2,271","1,936"
"    Percent","","58,965","48.8%","51.2%","(X)","96.7%","3.3%","96.7%","68.9%","23.2%","0.4%","0.3%","0.1%","3.9%","3.3%"
"Durham County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","317,665","151,807","165,858","91.5","301,938","15,727","301,938","161,588","112,965","850","15,802","168","10,565","15,727"
"    Percent","","317,665","47.8%","52.2%","(X)","95.0%","5.0%","95.0%","50.9%","35.6%","0.3%","5.0%","0.1%","3.3%","5.0%"
"Edgecombe County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","52,069","24,168","27,901","86.6","51,220","849","51,220","20,497","29,920","176","84","27","516","849"
"    Percent","","52,069","46.4%","53.6%","(X)","98.4%","1.6%","98.4%","39.4%","57.5%","0.3%","0.2%","0.1%","1.0%","1.6%"
"Forsyth County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","378,499","179,533","198,966","90.2","361,931","16,568","361,931","242,798","98,741","1,318","9,070","244","9,760","16,568"
"    Percent","","378,499","47.4%","52.6%","(X)","95.6%","4.4%","95.6%","64.1%","26.1%","0.3%","2.4%","0.1%","2.6%","4.4%"
"Franklin County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","68,027","33,766","34,261","98.6","64,962","3,065","64,962","45,378","16,389","644","311","97","2,143","3,065"
"    Percent","","68,027","49.6%","50.4%","(X)","95.5%","4.5%","95.5%","66.7%","24.1%","0.9%","0.5%","0.1%","3.2%","4.5%"
"Gaston County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","222,119","107,131","114,988","93.2","213,937","8,182","213,937","168,479","36,817","665","3,764","161","4,051","8,182"
"    Percent","","222,119","48.2%","51.8%","(X)","96.3%","3.7%","96.3%","75.9%","16.6%","0.3%","1.7%","0.1%","1.8%","3.7%"
"Gates County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","11,519","5,571","5,948","93.7","11,172","347","11,172","7,260","3,638","93","178","0","3","347"
"    Percent","","11,519","48.4%","51.6%","(X)","97.0%","3.0%","97.0%","63.0%","31.6%","0.8%","1.5%","0.0%","0.0%","3.0%"
"Graham County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","8,501","4,003","4,498","89.0","8,434","67","8,434","7,443","16","764","0","1","210","67"
"    Percent","","8,501","47.1%","52.9%","(X)","99.2%","0.8%","99.2%","87.6%","0.2%","9.0%","0.0%","0.0%","2.5%","0.8%"
"Granville County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","59,823","30,465","29,358","103.8","56,976","2,847","56,976","36,105","17,635","214","324","236","2,462","2,847"
"    Percent","","59,823","50.9%","49.1%","(X)","95.2%","4.8%","95.2%","60.4%","29.5%","0.4%","0.5%","0.4%","4.1%","4.8%"
"Greene County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","20,987","11,529","9,458","121.9","19,719","1,268","19,719","11,961","7,087","103","10","8","550","1,268"
"    Percent","","20,987","54.9%","45.1%","(X)","94.0%","6.0%","94.0%","57.0%","33.8%","0.5%","0.0%","0.0%","2.6%","6.0%"
"Guilford County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","532,956","252,457","280,499","90.0","514,665","18,291","514,665","288,050","182,467","2,559","27,443","211","13,935","18,291"
"    Percent","","532,956","47.4%","52.6%","(X)","96.6%","3.4%","96.6%","54.0%","34.2%","0.5%","5.1%","0.0%","2.6%","3.4%"
"Halifax County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","50,678","24,445","26,233","93.2","49,081","1,597","49,081","20,078","26,439","1,771","367","98","328","1,597"
"    Percent","","50,678","48.2%","51.8%","(X)","96.8%","3.2%","96.8%","39.6%","52.2%","3.5%","0.7%","0.2%","0.6%","3.2%"
"Harnett County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","134,328","66,571","67,757","98.2","128,349","5,979","128,349","89,770","28,169","1,316","1,810","364","6,920","5,979"
"    Percent","","134,328","49.6%","50.4%","(X)","95.5%","4.5%","95.5%","66.8%","21.0%","1.0%","1.3%","0.3%","5.2%","4.5%"
"Haywood County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","61,862","30,109","31,753","94.8","60,357","1,505","60,357","58,482","541","326","468","0","540","1,505"
"    Percent","","61,862","48.7%","51.3%","(X)","97.6%","2.4%","97.6%","94.5%","0.9%","0.5%","0.8%","0.0%","0.9%","2.4%"
"Henderson County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","116,298","55,747","60,551","92.1","113,452","2,846","113,452","105,339","4,168","323","1,618","0","2,004","2,846"
"    Percent","","116,298","47.9%","52.1%","(X)","97.6%","2.4%","97.6%","90.6%","3.6%","0.3%","1.4%","0.0%","1.7%","2.4%"
"Hertford County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","23,752","11,754","11,998","98.0","23,282","470","23,282","8,255","14,295","312","206","6","208","470"
"    Percent","","23,752","49.5%","50.5%","(X)","98.0%","2.0%","98.0%","34.8%","60.2%","1.3%","0.9%","0.0%","0.9%","2.0%"
"Hoke County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","54,590","26,979","27,611","97.7","50,979","3,611","50,979","24,060","18,320","4,197","780","97","3,525","3,611"
"    Percent","","54,590","49.4%","50.6%","(X)","93.4%","6.6%","93.4%","44.1%","33.6%","7.7%","1.4%","0.2%","6.5%","6.6%"
"Hyde County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","5,089","2,706","2,383","113.6","4,841","248","4,841","3,231","1,501","6","0","0","103","248"
"    Percent","","5,089","53.2%","46.8%","(X)","95.1%","4.9%","95.1%","63.5%","29.5%","0.1%","0.0%","0.0%","2.0%","4.9%"
"Iredell County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","178,853","88,179","90,674","97.2","173,586","5,267","173,586","143,147","21,605","550","4,365","135","3,784","5,267"
"    Percent","","178,853","49.3%","50.7%","(X)","97.1%","2.9%","97.1%","80.0%","12.1%","0.3%","2.4%","0.1%","2.1%","2.9%"
"Jackson County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","43,435","21,095","22,340","94.4","41,713","1,722","41,713","36,039","899","3,245","318","0","1,212","1,722"
"    Percent","","43,435","48.6%","51.4%","(X)","96.0%","4.0%","96.0%","83.0%","2.1%","7.5%","0.7%","0.0%","2.8%","4.0%"
"Johnston County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","203,308","99,822","103,486","96.5","195,480","7,828","195,480","152,289","32,889","971","1,334","70","7,927","7,828"
"    Percent","","203,308","49.1%","50.9%","(X)","96.1%","3.9%","96.1%","74.9%","16.2%","0.5%","0.7%","0.0%","3.9%","3.9%"
"Jones County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","9,453","4,671","4,782","97.7","9,136","317","9,136","6,079","2,790","89","35","0","143","317"
"    Percent","","9,453","49.4%","50.6%","(X)","96.6%","3.4%","96.6%","64.3%","29.5%","0.9%","0.4%","0.0%","1.5%","3.4%"
"Lee County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","61,083","29,511","31,572","93.5","58,860","2,223","58,860","44,316","11,994","421","896","0","1,233","2,223"
"    Percent","","61,083","48.3%","51.7%","(X)","96.4%","3.6%","96.4%","72.6%","19.6%","0.7%","1.5%","0.0%","2.0%","3.6%"
"Lenoir County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","56,350","27,180","29,170","93.2","53,752","2,598","53,752","29,875","21,871","113","195","50","1,648","2,598"
"    Percent","","56,350","48.2%","51.8%","(X)","95.4%","4.6%","95.4%","53.0%","38.8%","0.2%","0.3%","0.1%","2.9%","4.6%"
"Lincoln County, North Carolina","","","","","","","","","","","","","","",""
"    Estimate","","84,580","41,833","42,747","97.9","81,763","2,817","81,763","75,047","4,190","151","702","54","1,619","2,817"
"    Percent","","84,580","49.5%","50.5%","(X)","96.7%","3.3%","96.7%","88.7%","5.0%","0.2%","0.8%","0.1%","1.9%","3.3%"
